HD,_tab2_2,RVel,e_RVel,Inst,SHK,e_SHK,EWHa,e_EWHa,File
HD160691,2453166.74957,5.55,1.04,HARPS-Pre,0.1306,0.0053,,,2004-06-10T05:50:05
HD160691,2453166.75107,4.92,1.10,HARPS-Pre,0.1441,0.0058,,,2004-06-10T05:52:17
HD160691,2453166.75263,5.87,1.04,HARPS-Pre,0.1494,0.0052,,,2004-06-10T05:54:28
HD160691,2453166.75412,5.85,1.04,HARPS-Pre,0.1379,0.0055,,,2004-06-10T05:56:39
HD160691,2453166.75562,4.74,1.04,HARPS-Pre,0.1330,0.0056,,,2004-06-10T05:58:50
HD160691,2453166.75713,2.35,1.07,HARPS-Pre,0.1292,0.0067,,,2004-06-10T06:01:01
HD160691,2453166.75870,6.55,1.06,HARPS-Pre,0.1415,0.0046,,,2004-06-10T06:03:12
HD160691,2453166.76019,6.04,1.08,HARPS-Pre,0.1569,0.0046,,,2004-06-10T06:05:23
HD160691,2453166.76170,5.72,1.06,HARPS-Pre,0.1293,0.0061,,,2004-06-10T06:07:35
HD160691,2453166.76325,4.28,1.05,HARPS-Pre,0.1323,0.0058,,,2004-06-10T06:09:46
HD160691,2453166.76472,4.37,1.06,HARPS-Pre,0.1346,0.0058,,,2004-06-10T06:11:58
HD160691,2453166.76630,7.21,1.12,HARPS-Pre,0.1477,0.0068,,,2004-06-10T06:14:10
HD160691,2453166.76780,6.06,1.07,HARPS-Pre,0.1637,0.0052,,,2004-06-10T06:16:21
HD160691,2453166.76931,4.67,1.06,HARPS-Pre,,,,,2004-06-10T06:18:32
HD160691,2453166.77082,4.98,1.10,HARPS-Pre,0.1415,0.006,,,2004-06-10T06:20:43
HD160691,2453166.77237,4.68,1.06,HARPS-Pre,0.1485,0.0044,,,2004-06-10T06:22:55
HD160691,2453166.77390,4.06,1.08,HARPS-Pre,0.1392,0.0058,,,2004-06-10T06:25:06
HD160691,2453166.77538,5.84,1.06,HARPS-Pre,0.1399,0.006,,,2004-06-10T06:27:17
HD160691,2453166.77691,4.59,1.05,HARPS-Pre,0.1354,0.0052,,,2004-06-10T06:29:28
HD160691,2453166.77840,4.79,1.05,HARPS-Pre,0.1218,0.0056,,,2004-06-10T06:31:39
HD160691,2453166.77994,2.80,1.08,HARPS-Pre,0.1132,0.0072,,,2004-06-10T06:33:50
HD160691,2453166.78145,6.84,1.06,HARPS-Pre,0.1276,0.0055,,,2004-06-10T06:36:01
HD160691,2453166.78299,5.75,1.07,HARPS-Pre,0.1391,0.0052,,,2004-06-10T06:38:12
HD160691,2453166.78448,5.85,1.06,HARPS-Pre,0.1431,0.0056,,,2004-06-10T06:40:24
HD160691,2453166.78605,4.67,1.04,HARPS-Pre,0.1216,0.0055,,,2004-06-10T06:42:36
HD160691,2453166.78757,6.10,1.06,HARPS-Pre,0.1448,0.0059,,,2004-06-10T06:44:47
HD160691,2453166.78906,4.97,1.05,HARPS-Pre,0.1632,0.0046,,,2004-06-10T06:46:58
HD160691,2453166.79057,7.12,1.02,HARPS-Pre,0.1434,0.0043,,,2004-06-10T06:49:09
HD160691,2453166.79206,8.12,1.04,HARPS-Pre,0.1366,0.0054,,,2004-06-10T06:51:20
HD160691,2453166.79363,5.28,1.05,HARPS-Pre,0.1537,0.005,,,2004-06-10T06:53:31
HD160691,2453166.79513,6.11,1.08,HARPS-Pre,0.1276,0.0066,,,2004-06-10T06:55:42
HD160691,2453166.79663,7.37,1.06,HARPS-Pre,0.1525,0.0048,,,2004-06-10T06:57:53
HD160691,2453166.79816,5.76,1.08,HARPS-Pre,0.1486,0.0054,,,2004-06-10T07:00:04
HD160691,2453166.79971,5.79,1.05,HARPS-Pre,0.1396,0.0053,,,2004-06-10T07:02:16
HD160691,2453166.80119,7.38,1.05,HARPS-Pre,0.1294,0.0051,,,2004-06-10T07:04:27
HD160691,2453166.80272,6.86,1.07,HARPS-Pre,0.1281,0.0065,,,2004-06-10T07:06:38
HD160691,2453166.80424,6.58,1.04,HARPS-Pre,0.1511,0.0046,,,2004-06-10T07:08:50
HD160691,2453166.80575,5.96,1.04,HARPS-Pre,0.1428,0.0055,,,2004-06-10T07:11:01
HD160691,2453166.80733,6.65,1.05,HARPS-Pre,0.1470,0.0046,,,2004-06-10T07:13:12
HD160691,2453166.80880,6.05,1.04,HARPS-Pre,0.1332,0.006,,,2004-06-10T07:15:23
HD160691,2453166.81030,5.77,1.03,HARPS-Pre,0.1377,0.0047,,,2004-06-10T07:17:34
HD160691,2453166.81182,5.18,1.05,HARPS-Pre,0.1478,0.005,,,2004-06-10T07:19:45
HD160691,2453166.81335,5.69,1.04,HARPS-Pre,0.1411,0.0057,,,2004-06-10T07:21:57
HD160691,2453166.81488,7.14,1.04,HARPS-Pre,0.1431,0.0052,,,2004-06-10T07:24:08
HD160691,2453166.81639,5.50,1.01,HARPS-Pre,0.1410,0.0056,,,2004-06-10T07:26:19
HD160691,2453166.81792,3.25,1.01,HARPS-Pre,0.1343,0.0041,,,2004-06-10T07:28:30
HD160691,2453166.81937,5.84,1.05,HARPS-Pre,0.1581,0.0054,,,2004-06-10T07:30:41
HD160691,2453166.82106,7.37,1.04,HARPS-Pre,0.1524,0.0052,,,2004-06-10T07:32:52
HD160691,2453166.82291,7.46,1.03,HARPS-Pre,0.1355,0.0056,,,2004-06-10T07:35:40
HD160691,2453166.82440,5.50,1.03,HARPS-Pre,0.1324,0.0056,,,2004-06-10T07:37:51
HD160691,2453166.82592,4.88,1.03,HARPS-Pre,0.1610,0.0047,,,2004-06-10T07:40:02
HD160691,2453166.82745,6.81,1.01,HARPS-Pre,0.1541,0.0041,,,2004-06-10T07:42:14
HD160691,2453166.82895,7.29,1.06,HARPS-Pre,0.1472,0.0057,,,2004-06-10T07:44:25
HD160691,2453166.83050,4.42,1.01,HARPS-Pre,0.1441,0.0043,,,2004-06-10T07:46:36
HD160691,2453166.83195,6.66,1.04,HARPS-Pre,0.1320,0.0059,,,2004-06-10T07:48:47
HD160691,2453166.83352,6.23,1.03,HARPS-Pre,0.1377,0.0056,,,2004-06-10T07:50:58
HD160691,2453166.83507,6.23,1.06,HARPS-Pre,0.1449,0.0054,,,2004-06-10T07:53:10
HD160691,2453166.83652,5.93,1.01,HARPS-Pre,0.1333,0.0054,,,2004-06-10T07:55:21
HD160691,2453166.83805,5.49,1.03,HARPS-Pre,0.1452,0.0054,,,2004-06-10T07:57:33
HD160691,2453166.83960,4.74,1.04,HARPS-Pre,0.1443,0.0052,,,2004-06-10T07:59:45
HD160691,2453166.84115,5.75,1.05,HARPS-Pre,0.1330,0.0053,,,2004-06-10T08:01:56
HD160691,2453166.84264,6.04,1.04,HARPS-Pre,0.1247,0.0063,,,2004-06-10T08:04:07
HD160691,2453166.84414,6.28,1.05,HARPS-Pre,0.1229,0.005,,,2004-06-10T08:06:18
HD160691,2453166.84568,4.40,1.08,HARPS-Pre,0.1728,0.0048,,,2004-06-10T08:08:29
HD160691,2453166.84721,3.92,1.04,HARPS-Pre,0.1444,0.005,,,2004-06-10T08:10:40
HD160691,2453166.84868,6.07,1.08,HARPS-Pre,0.1474,0.0048,,,2004-06-10T08:12:51
HD160691,2453166.85026,6.59,1.05,HARPS-Pre,0.1295,0.0058,,,2004-06-10T08:15:02
HD160691,2453166.85171,6.83,1.07,HARPS-Pre,0.1573,0.0049,,,2004-06-10T08:17:13
HD160691,2453166.85325,4.56,1.08,HARPS-Pre,0.1370,0.0061,,,2004-06-10T08:19:24
HD160691,2453166.85476,4.99,1.08,HARPS-Pre,0.1392,0.0065,,,2004-06-10T08:21:35
HD160691,2453166.85624,5.99,1.09,HARPS-Pre,0.1362,0.0064,,,2004-06-10T08:23:46
HD160691,2453166.85780,5.40,1.06,HARPS-Pre,0.1538,0.0046,,,2004-06-10T08:25:57
HD160691,2453166.85931,6.00,1.08,HARPS-Pre,0.1361,0.0061,,,2004-06-10T08:28:09
HD160691,2453166.86083,5.10,1.06,HARPS-Pre,0.1497,0.0053,,,2004-06-10T08:30:20
HD160691,2453166.86235,4.50,1.09,HARPS-Pre,0.1447,0.0062,,,2004-06-10T08:32:31
HD160691,2453166.86388,7.19,1.12,HARPS-Pre,0.1293,0.0062,,,2004-06-10T08:34:42
HD160691,2453166.86540,7.14,1.09,HARPS-Pre,0.1171,0.007,,,2004-06-10T08:36:53
HD160691,2453166.86692,5.24,1.15,HARPS-Pre,0.1417,0.0075,,,2004-06-10T08:39:04
HD160691,2453166.86841,4.12,1.16,HARPS-Pre,0.1751,0.0056,,,2004-06-10T08:41:15
HD160691,2453166.87009,6.82,1.10,HARPS-Pre,0.1680,0.0053,,,2004-06-10T08:43:26
HD160691,2453166.87183,8.48,1.11,HARPS-Pre,0.1762,0.0053,,,2004-06-10T08:46:08
HD160691,2453166.87332,7.07,1.13,HARPS-Pre,0.1165,0.0078,,,2004-06-10T08:48:19
HD160691,2453166.87485,4.29,1.12,HARPS-Pre,0.1455,0.0061,,,2004-06-10T08:50:31
HD160691,2453166.87637,4.30,1.10,HARPS-Pre,0.1420,0.0065,,,2004-06-10T08:52:42
HD160691,2453166.87789,7.39,1.11,HARPS-Pre,0.0888,0.008,,,2004-06-10T08:54:53
HD160691,2453166.87940,8.19,1.12,HARPS-Pre,0.1435,0.0064,,,2004-06-10T08:57:04
HD160691,2453166.88090,7.91,1.13,HARPS-Pre,0.1348,0.0075,,,2004-06-10T08:59:15
HD160691,2453166.88246,2.68,1.10,HARPS-Pre,0.1231,0.0073,,,2004-06-10T09:01:26
HD160691,2453166.88397,4.97,1.16,HARPS-Pre,0.1308,0.0069,,,2004-06-10T09:03:37
HD160691,2453166.88547,8.44,1.14,HARPS-Pre,0.1428,0.0065,,,2004-06-10T09:05:47
HD160691,2453166.88697,7.18,1.15,HARPS-Pre,0.1367,0.0074,,,2004-06-10T09:07:58
HD160691,2453166.88851,2.99,1.13,HARPS-Pre,0.1443,0.0067,,,2004-06-10T09:10:09
HD160691,2453166.89003,4.93,1.17,HARPS-Pre,0.1121,0.0078,,,2004-06-10T09:12:20
HD160691,2453166.89152,9.49,1.11,HARPS-Pre,0.1580,0.0057,,,2004-06-10T09:14:31
HD160691,2453166.89304,6.48,1.13,HARPS-Pre,0.1375,0.0075,,,2004-06-10T09:16:42
HD160691,2453166.89456,4.13,1.13,HARPS-Pre,0.1622,0.0058,,,2004-06-10T09:18:53
HD160691,2453166.89606,5.64,1.14,HARPS-Pre,0.1183,0.0077,,,2004-06-10T09:21:04
HD160691,2453166.89758,8.39,1.13,HARPS-Pre,0.1248,0.0069,,,2004-06-10T09:23:15
HD160691,2453166.89909,7.13,1.19,HARPS-Pre,0.1451,0.0071,,,2004-06-10T09:25:26
HD160691,2453166.90066,6.71,1.22,HARPS-Pre,0.1348,0.0086,,,2004-06-10T09:27:39
HD160691,2453166.90217,6.78,1.20,HARPS-Pre,0.1586,0.007,,,2004-06-10T09:29:50
HD160691,2453166.90372,10.60,1.22,HARPS-Pre,0.1321,0.0075,,,2004-06-10T09:32:02
HD160691,2453166.90521,5.94,1.28,HARPS-Pre,0.1587,0.0071,,,2004-06-10T09:34:13
HD160691,2453166.90672,2.17,1.31,HARPS-Pre,0.1358,0.0092,,,2004-06-10T09:36:24
HD160691,2453166.90822,9.18,1.27,HARPS-Pre,,,,,2004-06-10T09:38:35
HD160691,2453166.90980,6.97,1.04,HARPS-Pre,0.1350,0.0056,,,2004-06-10T09:40:47
HD160691,2453166.91470,7.59,1.26,HARPS-Pre,0.1426,0.0086,,,2004-06-10T09:47:52
HD160691,2453166.91618,5.56,1.27,HARPS-Pre,,,,,2004-06-10T09:50:02
HD160691,2453166.91772,2.97,1.28,HARPS-Pre,0.1209,0.0089,,,2004-06-10T09:52:13
HD160691,2453166.91920,5.84,1.25,HARPS-Pre,0.1442,0.0075,,,2004-06-10T09:54:24
HD160691,2453166.92073,8.76,1.41,HARPS-Pre,0.1594,0.0081,,,2004-06-10T09:56:35
HD160691,2453166.92231,3.71,1.43,HARPS-Pre,0.1852,0.007,,,2004-06-10T09:58:46
HD160691,2453166.92379,5.45,1.46,HARPS-Pre,0.1594,0.0092,,,2004-06-10T10:00:57
HD160691,2453166.92529,9.28,1.39,HARPS-Pre,0.1181,0.01,,,2004-06-10T10:03:08
HD160691,2453166.92676,6.10,1.36,HARPS-Pre,0.1093,0.01,,,2004-06-10T10:05:19
HD160691,2453166.92825,3.81,1.55,HARPS-Pre,0.1843,0.0089,,,2004-06-10T10:07:30
HD160691,2453166.92988,6.61,1.39,HARPS-Pre,0.1201,0.011,,,2004-06-10T10:09:41
HD160691,2453166.93134,7.83,1.42,HARPS-Pre,0.1214,0.013,,,2004-06-10T10:11:52
HD160691,2453166.93287,7.36,1.38,HARPS-Pre,,,,,2004-06-10T10:14:04
HD160691,2453166.93442,6.12,1.37,HARPS-Pre,,,,,2004-06-10T10:16:16
HD160691,2453166.93595,5.53,1.34,HARPS-Pre,0.1141,0.011,,,2004-06-10T10:18:27
HD160691,2453166.93742,7.80,1.34,HARPS-Pre,0.1720,0.0092,,,2004-06-10T10:20:38
HD160691,2453166.93902,9.67,1.60,HARPS-Pre,0.1328,0.011,,,2004-06-10T10:22:49
HD160691,2453167.50733,5.50,1.09,HARPS-Pre,0.1349,0.0061,,,2004-06-11T00:01:14
HD160691,2453167.50885,5.96,1.09,HARPS-Pre,0.1238,0.006,,,2004-06-11T00:03:24
HD160691,2453167.51038,5.37,1.09,HARPS-Pre,0.1386,0.0059,,,2004-06-11T00:05:35
HD160691,2453167.51184,4.35,1.05,HARPS-Pre,0.1428,0.0052,,,2004-06-11T00:07:46
HD160691,2453167.51331,5.91,1.10,HARPS-Pre,0.1538,0.0062,,,2004-06-11T00:09:57
HD160691,2453167.51489,5.89,1.08,HARPS-Pre,0.1363,0.0063,,,2004-06-11T00:12:08
HD160691,2453167.51640,5.89,1.07,HARPS-Pre,0.1061,0.0065,,,2004-06-11T00:14:19
HD160691,2453167.51793,4.09,1.06,HARPS-Pre,0.1383,0.006,,,2004-06-11T00:16:30
HD160691,2453167.51945,7.00,1.08,HARPS-Pre,0.1445,0.0056,,,2004-06-11T00:18:42
HD160691,2453167.52092,5.51,1.05,HARPS-Pre,0.1584,0.0047,,,2004-06-11T00:20:53
HD160691,2453167.52247,4.69,1.13,HARPS-Pre,0.1295,0.0067,,,2004-06-11T00:23:04
HD160691,2453167.52393,7.01,1.33,HARPS-Pre,0.1620,0.0085,,,2004-06-11T00:25:15
HD160691,2453167.52547,5.23,2.33,HARPS-Pre,0.1695,0.011,,,2004-06-11T00:27:27
HD160691,2453167.52708,3.75,1.78,HARPS-Pre,0.1321,0.013,,,2004-06-11T00:29:38
HD160691,2453167.52878,7.08,1.32,HARPS-Pre,,,,,2004-06-11T00:31:49
HD160691,2453167.53059,8.21,1.37,HARPS-Pre,0.0905,0.012,,,2004-06-11T00:34:48
HD160691,2453167.53214,6.08,1.72,HARPS-Pre,,,,,2004-06-11T00:36:59
HD160691,2453167.53365,3.96,1.37,HARPS-Pre,0.1901,0.0072,,,2004-06-11T00:39:09
HD160691,2453167.53518,7.65,1.59,HARPS-Pre,0.1669,0.01,,,2004-06-11T00:41:21
HD160691,2453167.53670,3.76,1.93,HARPS-Pre,0.1258,0.015,,,2004-06-11T00:43:31
HD160691,2453167.53821,5.18,1.68,HARPS-Pre,0.1278,0.013,,,2004-06-11T00:45:42
HD160691,2453167.53975,7.65,1.39,HARPS-Pre,,,,,2004-06-11T00:47:54
HD160691,2453167.54123,7.31,1.57,HARPS-Pre,0.1623,0.009,,,2004-06-11T00:50:05
HD160691,2453167.54278,5.84,1.41,HARPS-Pre,0.0960,0.012,,,2004-06-11T00:52:16
HD160691,2453167.54422,6.89,1.47,HARPS-Pre,0.0999,0.012,,,2004-06-11T00:54:26
HD160691,2453167.54579,5.27,1.47,HARPS-Pre,0.0950,0.015,,,2004-06-11T00:56:38
HD160691,2453167.54739,4.90,1.29,HARPS-Pre,0.1720,0.0073,,,2004-06-11T00:58:50
HD160691,2453167.54882,7.68,1.24,HARPS-Pre,0.1483,0.0063,,,2004-06-11T01:01:03
HD160691,2453167.55043,6.14,1.16,HARPS-Pre,0.1233,0.0073,,,2004-06-11T01:03:15
HD160691,2453167.55195,6.09,1.15,HARPS-Pre,0.1358,0.0071,,,2004-06-11T01:05:26
HD160691,2453167.55340,6.60,1.15,HARPS-Pre,0.1152,0.0081,,,2004-06-11T01:07:37
HD160691,2453167.55494,5.73,1.14,HARPS-Pre,0.1321,0.0065,,,2004-06-11T01:09:48
HD160691,2453167.55646,3.30,1.09,HARPS-Pre,0.1500,0.0059,,,2004-06-11T01:12:00
HD160691,2453167.55801,8.39,0.96,HARPS-Pre,0.1470,0.0031,,,2004-06-11T01:14:11
HD160691,2453167.56265,7.35,1.08,HARPS-Pre,0.1409,0.0057,,,2004-06-11T01:20:56
HD160691,2453167.56411,4.61,1.12,HARPS-Pre,0.1788,0.0049,,,2004-06-11T01:23:07
HD160691,2453167.56577,4.65,1.18,HARPS-Pre,0.1005,0.0087,,,2004-06-11T01:25:18
HD160691,2453167.56716,6.39,1.22,HARPS-Pre,0.1583,0.0071,,,2004-06-11T01:27:29
HD160691,2453167.56870,5.45,1.12,HARPS-Pre,0.1283,0.0064,,,2004-06-11T01:29:40
HD160691,2453167.57025,4.84,1.12,HARPS-Pre,0.1394,0.0056,,,2004-06-11T01:31:51
HD160691,2453167.57176,5.76,1.09,HARPS-Pre,0.1454,0.0066,,,2004-06-11T01:34:03
HD160691,2453167.57326,5.52,1.08,HARPS-Pre,0.1645,0.0055,,,2004-06-11T01:36:14
HD160691,2453167.57477,5.75,1.15,HARPS-Pre,0.1488,0.006,,,2004-06-11T01:38:26
HD160691,2453167.57637,3.24,1.23,HARPS-Pre,0.1076,0.0088,,,2004-06-11T01:40:37
HD160691,2453167.57781,5.85,1.28,HARPS-Pre,0.1388,0.0079,,,2004-06-11T01:42:49
HD160691,2453167.57930,3.95,1.54,HARPS-Pre,0.1301,0.011,,,2004-06-11T01:45:00
HD160691,2453167.58090,2.93,1.42,HARPS-Pre,0.1474,0.009,,,2004-06-11T01:47:11
HD160691,2453167.58233,7.67,1.11,HARPS-Pre,0.1005,0.0068,,,2004-06-11T01:49:22
HD160691,2453167.58775,4.50,1.57,HARPS-Pre,0.1693,0.0077,,,2004-06-11T01:57:02
HD160691,2453167.58928,5.63,1.44,HARPS-Pre,,,,,2004-06-11T01:59:13
HD160691,2453167.59072,6.86,1.38,HARPS-Pre,0.1964,0.0068,,,2004-06-11T02:01:24
HD160691,2453167.59233,4.73,1.32,HARPS-Pre,0.1518,0.0089,,,2004-06-11T02:03:35
HD160691,2453167.59384,6.82,1.22,HARPS-Pre,0.1020,0.01,,,2004-06-11T02:05:47
HD160691,2453167.59533,5.91,1.23,HARPS-Pre,0.1004,0.0089,,,2004-06-11T02:07:58
HD160691,2453167.59684,4.29,1.17,HARPS-Pre,0.1696,0.0058,,,2004-06-11T02:10:08
HD160691,2453167.59834,6.57,1.17,HARPS-Pre,0.1632,0.0057,,,2004-06-11T02:12:20
HD160691,2453167.59987,5.66,1.15,HARPS-Pre,0.1285,0.0071,,,2004-06-11T02:14:31
HD160691,2453167.60140,5.06,1.15,HARPS-Pre,0.1116,0.0072,,,2004-06-11T02:16:42
HD160691,2453167.60288,5.72,1.13,HARPS-Pre,0.1574,0.0057,,,2004-06-11T02:18:53
HD160691,2453167.60444,4.82,1.06,HARPS-Pre,0.1513,0.005,,,2004-06-11T02:21:04
HD160691,2453167.60594,4.05,1.07,HARPS-Pre,0.1666,0.0047,,,2004-06-11T02:23:15
HD160691,2453167.60747,6.29,1.06,HARPS-Pre,0.1462,0.0053,,,2004-06-11T02:25:26
HD160691,2453167.60901,8.46,0.95,HARPS-Pre,0.1443,0.003,,,2004-06-11T02:27:37
HD160691,2453167.61375,5.34,1.06,HARPS-Pre,0.1508,0.0051,,,2004-06-11T02:34:32
HD160691,2453167.61529,7.32,1.04,HARPS-Pre,0.1596,0.0049,,,2004-06-11T02:36:43
HD160691,2453167.61677,5.50,1.08,HARPS-Pre,0.1503,0.0058,,,2004-06-11T02:38:54
HD160691,2453167.61829,5.13,1.06,HARPS-Pre,0.1290,0.006,,,2004-06-11T02:41:05
HD160691,2453167.61985,6.43,1.04,HARPS-Pre,0.1156,0.0057,,,2004-06-11T02:43:15
HD160691,2453167.62136,5.62,1.07,HARPS-Pre,0.1537,0.0051,,,2004-06-11T02:45:27
HD160691,2453167.62287,6.04,1.03,HARPS-Pre,0.1515,0.0045,,,2004-06-11T02:47:39
HD160691,2453167.62440,5.73,1.06,HARPS-Pre,0.1371,0.0051,,,2004-06-11T02:49:50
HD160691,2453167.62592,5.22,1.01,HARPS-Pre,0.1454,0.0046,,,2004-06-11T02:52:01
HD160691,2453167.62738,5.41,1.07,HARPS-Pre,0.1434,0.0052,,,2004-06-11T02:54:12
HD160691,2453167.62893,5.79,1.10,HARPS-Pre,0.1291,0.0063,,,2004-06-11T02:56:23
HD160691,2453167.63048,4.92,1.11,HARPS-Pre,0.1530,0.0053,,,2004-06-11T02:58:34
HD160691,2453167.63195,5.22,1.35,HARPS-Pre,,,,,2004-06-11T03:00:45
HD160691,2453167.63348,5.05,1.20,HARPS-Pre,0.1448,0.0066,,,2004-06-11T03:02:56
HD160691,2453167.63500,5.51,1.24,HARPS-Pre,0.1825,0.0059,,,2004-06-11T03:05:07
HD160691,2453167.63654,5.60,1.16,HARPS-Pre,0.0997,0.0079,,,2004-06-11T03:07:18
HD160691,2453167.63803,4.59,1.33,HARPS-Pre,0.1192,0.009,,,2004-06-11T03:09:30
HD160691,2453167.63960,5.93,1.14,HARPS-Pre,0.1003,0.0075,,,2004-06-11T03:11:41
HD160691,2453167.64107,5.08,1.10,HARPS-Pre,0.1343,0.0059,,,2004-06-11T03:13:52
HD160691,2453167.64256,4.02,1.15,HARPS-Pre,0.1501,0.0063,,,2004-06-11T03:16:03
HD160691,2453167.64413,5.91,1.11,HARPS-Pre,0.1410,0.0054,,,2004-06-11T03:18:14
HD160691,2453167.64565,5.35,1.16,HARPS-Pre,0.1211,0.0073,,,2004-06-11T03:20:25
HD160691,2453167.64716,5.91,1.12,HARPS-Pre,0.1356,0.0061,,,2004-06-11T03:22:36
HD160691,2453167.64864,5.75,1.13,HARPS-Pre,0.1631,0.0053,,,2004-06-11T03:24:47
HD160691,2453167.65020,5.88,1.14,HARPS-Pre,0.1361,0.0067,,,2004-06-11T03:26:58
HD160691,2453167.65173,5.91,1.14,HARPS-Pre,0.1248,0.0084,,,2004-06-11T03:29:09
HD160691,2453167.65320,5.68,1.08,HARPS-Pre,0.1566,0.0057,,,2004-06-11T03:31:20
HD160691,2453167.65473,4.57,1.08,HARPS-Pre,0.1015,0.007,,,2004-06-11T03:33:30
HD160691,2453167.65623,6.52,1.07,HARPS-Pre,0.1141,0.0068,,,2004-06-11T03:35:41
HD160691,2453167.65776,7.83,1.06,HARPS-Pre,0.1501,0.0048,,,2004-06-11T03:37:53
HD160691,2453167.65928,6.00,1.13,HARPS-Pre,0.1386,0.0068,,,2004-06-11T03:40:03
HD160691,2453167.66086,8.89,0.96,HARPS-Pre,0.1350,0.003,,,2004-06-11T03:42:14
HD160691,2453167.66531,8.27,1.07,HARPS-Pre,0.1234,0.0063,,,2004-06-11T03:48:47
HD160691,2453167.66683,7.08,1.07,HARPS-Pre,0.1336,0.0052,,,2004-06-11T03:50:58
HD160691,2453167.66835,5.36,1.14,HARPS-Pre,0.1428,0.0065,,,2004-06-11T03:53:09
HD160691,2453167.66989,4.95,1.16,HARPS-Pre,0.1445,0.0065,,,2004-06-11T03:55:20
HD160691,2453167.67140,7.96,1.10,HARPS-Pre,0.1477,0.0054,,,2004-06-11T03:57:31
HD160691,2453167.67292,7.95,1.14,HARPS-Pre,0.1325,0.0071,,,2004-06-11T03:59:43
HD160691,2453167.67446,5.08,1.22,HARPS-Pre,0.1777,0.0063,,,2004-06-11T04:01:55
HD160691,2453167.67600,5.45,1.27,HARPS-Pre,0.1617,0.0066,,,2004-06-11T04:04:06
HD160691,2453167.67743,7.82,1.28,HARPS-Pre,0.1871,0.0057,,,2004-06-11T04:06:17
HD160691,2453167.67899,5.33,1.31,HARPS-Pre,,,,,2004-06-11T04:08:28
HD160691,2453167.68052,4.69,1.29,HARPS-Pre,,,,,2004-06-11T04:10:39
HD160691,2453167.68209,8.35,1.34,HARPS-Pre,0.1558,0.007,,,2004-06-11T04:12:50
HD160691,2453167.68355,6.25,1.25,HARPS-Pre,0.1040,0.0099,,,2004-06-11T04:15:01
HD160691,2453167.68507,2.27,1.24,HARPS-Pre,0.1265,0.0078,,,2004-06-11T04:17:12
HD160691,2453167.68655,7.35,1.34,HARPS-Pre,0.1338,0.0085,,,2004-06-11T04:19:23
HD160691,2453167.68812,6.43,1.31,HARPS-Pre,0.1485,0.0074,,,2004-06-11T04:21:34
HD160691,2453167.68964,4.67,1.30,HARPS-Pre,0.1087,0.01,,,2004-06-11T04:23:45
HD160691,2453167.69106,5.46,1.26,HARPS-Pre,0.0931,0.01,,,2004-06-11T04:25:56
HD160691,2453167.69268,5.67,1.24,HARPS-Pre,0.1315,0.0082,,,2004-06-11T04:28:08
HD160691,2453167.69413,6.26,1.25,HARPS-Pre,0.1158,0.0096,,,2004-06-11T04:30:19
HD160691,2453167.69570,6.09,1.21,HARPS-Pre,0.1380,0.0074,,,2004-06-11T04:32:30
HD160691,2453167.69721,4.81,1.20,HARPS-Pre,0.1147,0.0075,,,2004-06-11T04:34:41
HD160691,2453167.69878,6.27,1.19,HARPS-Pre,0.1443,0.0073,,,2004-06-11T04:36:52
HD160691,2453167.70025,7.19,1.15,HARPS-Pre,0.1150,0.0072,,,2004-06-11T04:39:03
HD160691,2453167.70177,7.15,1.10,HARPS-Pre,0.1404,0.0056,,,2004-06-11T04:41:14
HD160691,2453167.70327,5.59,1.09,HARPS-Pre,0.1516,0.0057,,,2004-06-11T04:43:25
HD160691,2453167.70478,6.09,1.16,HARPS-Pre,0.1425,0.0061,,,2004-06-11T04:45:36
HD160691,2453167.70627,6.97,1.11,HARPS-Pre,0.1262,0.0059,,,2004-06-11T04:47:47
HD160691,2453167.70784,3.33,1.21,HARPS-Pre,0.1446,0.0066,,,2004-06-11T04:49:58
HD160691,2453167.70937,5.92,1.18,HARPS-Pre,0.1991,0.0049,,,2004-06-11T04:52:10
HD160691,2453167.71089,6.99,1.19,HARPS-Pre,0.1611,0.0066,,,2004-06-11T04:54:21
HD160691,2453167.71241,4.14,1.24,HARPS-Pre,0.1372,0.008,,,2004-06-11T04:56:32
HD160691,2453167.71394,9.44,0.96,HARPS-Pre,0.1464,0.0034,,,2004-06-11T04:58:43
HD160691,2453167.71863,5.52,1.07,HARPS-Pre,0.1498,0.0047,,,2004-06-11T05:05:29
HD160691,2453167.72011,5.31,1.05,HARPS-Pre,0.1403,0.0054,,,2004-06-11T05:07:39
HD160691,2453167.72163,4.13,1.08,HARPS-Pre,0.1277,0.0058,,,2004-06-11T05:09:51
HD160691,2453167.72312,6.17,1.07,HARPS-Pre,0.1482,0.0048,,,2004-06-11T05:12:02
HD160691,2453167.72465,6.59,1.08,HARPS-Pre,0.1246,0.0063,,,2004-06-11T05:14:13
HD160691,2453167.72620,6.16,1.09,HARPS-Pre,0.1232,0.0059,,,2004-06-11T05:16:24
HD160691,2453167.72767,6.77,1.09,HARPS-Pre,0.1365,0.0057,,,2004-06-11T05:18:35
HD160691,2453167.72920,6.36,1.07,HARPS-Pre,0.1387,0.0048,,,2004-06-11T05:20:45
HD160691,2453167.73073,5.89,1.10,HARPS-Pre,0.1297,0.0062,,,2004-06-11T05:22:56
